Raw Institutional Statement,Attribute,Deontic,aIm,oBject,Condition,Or else,Statement Type,Institution Type,Regulative /            Constitutive,Level of Analysis
"Each area of operation (crops, wild crops, livestock, or handling) for which accreditation is requested",[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],"Each area of operation (crops, wild crops, livestock, or handling) ",,,,,,
and the estimated number of each type of operation anticipated to be certified annually by the applicant along with a copy of the applicant's schedule of fees for all services to be provided under these regulations by the applicant;,[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],and the estimated number of each type of operation anticipated to be certified annually by the applicant,,,,,,
"The type of entity the applicant is (e.g., government agricultural office, for-profit business, not-for-profit membership association) ",[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],"The type of entity the applicant is (e.g., government agricultural office, for-profit business, not-for-profit membership association) ",,,,,,
and for:,[governmental entity seeking accreditation as a certifying agent],[must],[submit],"a copy of the official's authority to conduct certification activities under the Act and the regulations in this part,",,,,,,
"(1) A governmental entity, a copy of the official's authority to conduct certification activities under the Act and the regulations in this part,",,,,,,,,,,
"A private entity, documentation showing the entity's status and organizational purpose, such as articles of incorporation and by-laws or ownership or membership provisions, ",[A private entity seeking accreditation as a certifying agent],[must],[submit],"documentation showing the entity's status and organizational purpose, ",,,,,,
and its date of establishment; ,[A private entity seeking accreditation as a certifying agent],[must],[submit],its date of establishment; ,,,,,,
and,[A private entity seeking accreditation as a certifying agent],[must],[submit],A list of each State or foreign country in which the applicant currently certifies production and handling operations ,,,,,,
(e) A list of each State or foreign country in which the applicant currently certifies production and handling operations ,,,,,,,,,,
and a list of each State or foreign country in which the applicant intends to certify production or handling operations.,[A private entity seeking accreditation as a certifying agent],[must],[submit],a list of each State or foreign country in which the applicant intends to certify production or handling operations.,,,,,,
"A private or governmental entity seeking accreditation as a certifying agent must submit the following documents and information to demonstrate its expertise in organic production or handling techniques; its ability to fully comply with and implement the organic certification program established in §§205.100 and 205.101, §§205.201 through 205.203, §§205.300 through 205.303, §§205.400 through 205.406, and §§205.661 and 205.662; and its ability to comply with the requirements for accreditation set forth in §205.501:",A private or governmental entity seeking accreditation as a certifying agent,must,submit,"the following [personnel] documents and information:1) A copy of the applicant's policies and procedures for training, evaluating, and supervising personnel;",,,,,,
"(a) Personnel. (1) A copy of the applicant's policies and procedures for training, evaluating, and supervising personnel;",,,,"(2) The name and position description of all personnel to be used in the certification operation, including administrative staff, certification inspectors, members of any certification review and evaluation committees, contractors, and all parties responsibly connected to the certifying agent; ",,,,,,
"(2) The name and position description of all personnel to be used in the certification operation, including administrative staff, certification inspectors, members of any certification review and evaluation committees, contractors, and all parties responsibly connected to the certifying agent; ",,,,"(3) A description of the qualifications, including experience, training, and education in agriculture, organic production, and organic handling, for:",,,,,,
"(3) A description of the qualifications, including experience, training, and education in agriculture, organic production, and organic handling, for:",,,,(i) Each inspector to be used by the applicant and,,,,,,
(i) Each inspector to be used by the applicant and,,,,(ii) Each person to be designated by the applicant to review or evaluate applications for certification; and,,,,,,
(ii) Each person to be designated by the applicant to review or evaluate applications for certification; and,,,,(4) A description of any training that the applicant has provided or intends to provide to personnel to ensure that they comply with and implement the requirements of the Act and the regulations in this part.,,,,,,
(4) A description of any training that the applicant has provided or intends to provide to personnel to ensure that they comply with and implement the requirements of the Act and the regulations in this part.,,,,,,,,,,
(b) Administrative policies and procedures. (1) that the applicant has provided or intends to provide to personnel to ensure that they comply with and implement the requirements of the Act and the regulations in this part. (2) A copy of the procedures to be used for reviewing and investigating certified operation compliance with the Act and the regulations in this part and the reporting of violations of the Act and the regulations in this part to the Administrator;,[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],[the following [Administrative policies and procedures] documents and information:] (1) that the applicant has provided or intends to provide to personnel to ensure that they comply with and implement the requirements of the Act and the regulations in this part. (2) A copy of the procedures to be used for reviewing and investigating certified operation compliance with the Act and the regulations in this part and the reporting of violations of the Act and the regulations in this part to the Administrator;,,,,,,
(3) A copy of the procedures to be used for complying with the recordkeeping requirements set forth in §205.501(a)(9);,,,,(3) A copy of the procedures to be used for complying with the recordkeeping requirements set forth in §205.501(a)(9);,,,,,,
(4) A copy of the procedures to be used for maintaining the confidentiality of any business-related information as set forth in §205.501(a)(10);,,,,(4) A copy of the procedures to be used for maintaining the confidentiality of any business-related information as set forth in §205.501(a)(10);,,,,,,
"(5) A copy of the procedures to be used, including any fees to be assessed, for making the following information available to any member of the public upon request:",,,,"(5) A copy of the procedures to be used, including any fees to be assessed, for making the following information available to any member of the public upon request:",,,,,,
(i) Certification certificates issued during the current and 3 preceding calender years;,,,,(i) Certification certificates issued during the current and 3 preceding calender years;,,,,,,
"(ii) A list of producers and handlers whose operations it has certified, including for each the name of the operation, type(s) of operation, products produced, and the effective date of the certification, during the current and 3 preceding calender years;",,,,"(ii) A list of producers and handlers whose operations it has certified, including for each the name of the operation, type(s) of operation, products produced, and the effective date of the certification, during the current and 3 preceding calender years;",,,,,,
(iii) The results of laboratory analyses for residues of pesticides and other prohibited substances conducted during the current and 3 preceding calender years; and,,,,(iii) The results of laboratory analyses for residues of pesticides and other prohibited substances conducted during the current and 3 preceding calender years; and,,,,,,
(iv) Other business information as permitted in writing by the producer or handler; and,,,,(iv) Other business information as permitted in writing by the producer or handler; and,,,,,,
(6) A copy of the procedures to be used for sampling and residue testing pursuant to §205.670.,,,,(6) A copy of the procedures to be used for sampling and residue testing pursuant to §205.670.,,,,,,
"(c) Conflicts of interest. (1) A copy of procedures intended to be implemented to prevent the occurrence of conflicts of interest, as described in §205.501(a)(11).",[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],"[the following [Conflict of interest] documents and information:] (1) A copy of procedures intended to be implemented to prevent the occurrence of conflicts of interest, as described in §205.501(a)(11).",,,,,,
"(2) For all persons who review applications for certification, perform on-site inspections, review certification documents, evaluate qualifications for certification, make recommendations concerning certification, or make certification decisions and all parties responsibly connected to the certifying agent, a conflict of interest disclosure report, identifying any food- or agriculture-related business interests, including business interests of immediate family members, that cause a conflict of interest.",,,,"(2) For all persons who review applications for certification, perform on-site inspections, review certification documents, evaluate qualifications for certification, make recommendations concerning certification, or make certification decisions and all parties responsibly connected to the certifying agent, a conflict of interest disclosure report, identifying any food- or agriculture-related business interests, including business interests of immediate family members, that cause a conflict of interest.",,,,,,
(d) Current certification activities. An applicant who currently certifies production or handling operations must submit: (1) A list of all production and handling operations currently certified by the applicant;,[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],[the following [Current certification activities] documents and information:] (1) A list of all production and handling operations currently certified by the applicant;,,,,,,
(2) Copies of at least 3 different inspection reports and certification evaluation documents for production or handling operations certified by the applicant during the previous year for each area of operation for which accreditation is requested; and,,,,(2) Copies of at least 3 different inspection reports and certification evaluation documents for production or handling operations certified by the applicant during the previous year for each area of operation for which accreditation is requested; and,,,,,,
(3) The results of any accreditation process of the applicant's operation by an accrediting body during the previous year for the purpose of evaluating its certification activities.,,,,(3) The results of any accreditation process of the applicant's operation by an accrediting body during the previous year for the purpose of evaluating its certification activities.,,,,,,
(e) Other information. Any other information the applicant believes may assist in the Administrator's evaluation of the applicant's expertise and ability.,[A private or governmental entity seeking accreditation as a certifying agent],[must],[submit],[the following [Other information] documents and information:]Any other information the applicant believes may assist in the Administrator's evaluation of the applicant's expertise and ability.,,,,,,
"A private or governmental entity seeking accreditation under this subpart must sign and return a statement of agreement prepared by the Administrator which affirms that, if granted accreditation as a certifying agent under this subpart, the applicant will carry out the provisions of the Act and the regulations in this part, including:",A private or governmental entity seeking accreditation under this subpart,must,sign and return,a statement of agreement prepared by the Administrator ,,,,,,
(1) Accept the certification decisions made by another certifying agent accredited or accepted by USDA pursuant to §205.500;,,,,,,,,,,
"(2) Refrain from making false or misleading claims about its accreditation status, the USDA accreditation program for certifying agents, or the nature or qualities of products labeled as organically produced;",,,,,,,,,,
"(3) Conduct an annual performance evaluation of all persons who review applications for certification, perform on-site inspections, review certification documents, evaluate qualifications for certification, make recommendations concerning certification, or make certification decisions and implement measures to correct any deficiencies in certification services;",,,,,,,,,,
"(4) Have an annual internal program review conducted of its certification activities by certifying agent staff, an outside auditor, or a consultant who has the expertise to conduct such reviews and implement measures to correct any noncompliances with the Act and the regulations in this part;",,,,,,,,,,
(5) Pay and submit fees to AMS in accordance with §205.640; and,,,,,,,,,,
"(6) Comply with, implement, and carry out any other terms and conditions determined by the Administrator to be necessary.",,,,,,,,,,
A private entity seeking accreditation as a certifying agent under this subpart must additionally agree to:,A private or governmental entity seeking accreditation under this subpart,must,agree to:,Hold the Secretary harmless ,,,,,,
(1) Hold the Secretary harmless for any failure on the part of the certifying agent to carry out the provisions of the Act and the regulations in this part;,,,,,,,,,,
"Furnish reasonable security, in an amount and according to such terms as the Administrator may by regulation prescribe, for the purpose of protecting the rights of production and handling operations certified by such certifying agent under the Act and the regulations in this part; ",[A private or governmental entity seeking accreditation under this subpart],[must],[agree to:],"Furnish reasonable security,",,,,,,
and,[A private or governmental entity seeking accreditation under this subpart],[must],[agree to:],Transfer to the Administrator and make available to the applicable State organic program's governing State official all records or copies of records concerning the certifying agent's certification activities ,,,,,,
"(3) Transfer to the Administrator and make available to the applicable State organic program's governing State official all records or copies of records concerning the certifying agent's certification activities in the event that the certifying agent dissolves or loses its accreditation; Provided, That such transfer shall not apply to a merger, sale, or other transfer of ownership of a certifying agent.",,,,,,,,,,
Accreditation will be granted when:,[The administrator],will [must],be granted,Accreditation,,,,,,
(1) The accreditation applicant has submitted the information required by §§205.503 through 205.505;,,,,,,,,,,
(2) The accreditation applicant pays the required fee in accordance with §205.640(c); and,,,,,,,,,,
"(3) The Administrator determines that the applicant for accreditation meets the requirements for accreditation as stated in §205.501, as determined by a review of the information submitted in accordance with §§205.503 through 205.505 and, if necessary, a review of the information obtained from a site evaluation as provided for in §205.508.",,,,,,,,,,
"On making a determination to approve an application for accreditation, the Administrator will notify the applicant of the granting of accreditation in writing, stating:",the Administrator ,will [must],notify ,the applicant ,,,,,,
(1) The area(s) for which accreditation is given;,,,,,,,,,,
(2) The effective date of the accreditation;,,,,,,,,,,
(3) Any terms and conditions for the correction of minor noncompliances; and,,,,,,,,,,
"(4) For a certifying agent who is a private entity, the amount and type of security that must be established to protect the rights of production and handling operations certified by such certifying agent.",,,,,,,,,,
"The accreditation of a certifying agent shall continue in effect until such time as the certifying agent fails to renew accreditation as provided in §205.510(c), the certifying agent voluntarily ceases its certification activities, or accreditation is suspended or revoked pursuant to §205.665.",[The administrator],shall [must],continue,The accreditation of a certifying agent ,,,,,,
"If the Program Manager has reason to believe, based on a review of the information specified in §§205.503 through 205.505 or after a site evaluation as specified in §205.508, that an applicant for accreditation is not able to comply or is not in compliance with the requirements of the Act and the regulations in this part, the Program Manager shall provide a written notification of noncompliance to the applicant. ",the Program Manager,shall [must],provide,a written notification of noncompliance ,,,,,,
Such notification shall provide:,[the Program Manager],shall [must],provide,A description of each noncompliance;,,,,,,
(1) A description of each noncompliance;,,,,,,,,,,
The facts upon which the notification of noncompliance is based,[the Program Manager],[shall] [must],[provide],facts upon which the notification of noncompliance is based,,,,,,
and,[the Program Manager],[shall] [must],[provide],The date by which the applicant must rebut or correct each noncompliance and submit supporting documentation of each such correction ,,,,,,
(3) The date by which the applicant must rebut or correct each noncompliance and submit supporting documentation of each such correction when correction is possible.,,,,,,,,,,
"When each noncompliance has been resolved, the Program Manager will send the applicant a written notification of noncompliance resolution ",the Program Manager ,will [must],send,the applicant ,,,,,,
and proceed with further processing of the application.,[the Program Manager],[will] [must],proceed,with further processing of the application.,,,,,,
"If an applicant fails to correct the noncompliances, fails to report the corrections by the date specified in the notification of noncompliance, fails to file a rebuttal of the notification of noncompliance by the date specified, or is unsuccessful in its rebuttal, the Program Manager will provide the applicant with written notification of accreditation denial. ",the Program Manager ,will [must],provide,the applicant ,,,,,,
"An applicant who has received written notification of accreditation denial may apply for accreditation again at any time in accordance with §205.502, ",An applicant who has received written notification of accreditation denial ,may,apply,for accreditation,,,,,,
or appeal the denial of accreditation in accordance with §205.681 by the date specified in the notification of accreditation denial.,[An applicant who has received written notification of accreditation denial ],[may],appeal ,the denial of accreditation,,,,,,
"If the certifying agent was accredited prior to the site evaluation and the certifying agent fails to correct the noncompliances, fails to report the corrections by the date specified in the notification of noncompliance, or fails to file a rebuttal of the notification of noncompliance by the date specified, the Administrator will begin proceedings to suspend or revoke the certifying agent's accreditation. ",the Administrator,will [must],begin ,proceedings to suspend or revoke the certifying agent's accreditation. ,,,,,,
"A certifying agent who has had its accreditation suspended may at any time, unless otherwise stated in the notification of suspension, submit a request to the Secretary for reinstatement of its accreditation. ",A certifying agent who has had its accreditation suspended,may,submit,a request,,,,,,
The request must be accompanied by evidence demonstrating correction of each noncompliance and corrective actions taken to comply with and remain in compliance with the Act and the regulations in this part.,[A certifying agent who has had its accreditation suspended],must,be accompanied by,evidence ,,,,,,
A certifying agent whose accreditation is revoked will be ineligible for accreditation for a period of not less than 3 years following the date of such determination.,the Administrator,will [must],be,A certifying agent whose accreditation is revoked,,,,,,
Site evaluations of accredited certifying agents shall be conducted for the purpose of examining the certifying agent's operations and evaluating its compliance with the Act and the regulations of this part. ,[a representative(s) of the Administrator.],shall [must],be conducted,Site evaluations of accredited certifying agents ,,,,,,
"Site evaluations shall include an on-site review of the certifying agent's certification procedures, decisions, facilities, administrative and management systems, and production or handling operations certified by the certifying agent.",[a representative(s) of the Administrator.],shall [must],include,"on-site review of the certifying agent's certification procedures, decisions, facilities, administrative and management systems, and production or handling operations certified by the certifying agent.",,,,,,
Site evaluations shall be conducted by a representative(s) of the Administrator.,a representative(s) of the Administrator.,shall [must],be conducted ,Site evaluations,,,,,,
An initial site evaluation of an accreditation applicant shall be conducted before or within a reasonable period of time after issuance of the applicant's “notification of accreditation.” ,[a representative(s) of the Administrator.],shall [must],be conducted ,An initial site evaluation of an accreditation applicant,,,,,,
A site evaluation shall be conducted after application for renewal of accreditation but prior to the issuance of a notice of renewal of accreditation. ,[a representative(s) of the Administrator.],shall [must],be conducted ,A site evaluation,,,,,,
One or more site evaluations will be conducted during the period of accreditation to determine whether an accredited certifying agent is complying with the general requirements set forth in §205.501.,[a representative(s) of the Administrator.],will [must],be conducted ,One or more site evaluations ,,,,,,
The Administrator shall establish a peer review panel pursuant to the Federal Advisory Committee Act (FACA) (5 U.S.C. App. 2 et seq.). ,The Administrator ,shall [must],establish,a peer review panel,,,,,,
The peer review panel shall be composed of not less than 3 members ,[The administrator],shall [must],be composed,The peer review panel ,,,,,,
"who shall annually evaluate the National Organic Program's adherence to the accreditation procedures in this subpart F and ISO/IEC Guide 61, ",[The peer review panel members],shall [must],evaluate,the National Organic Program's adherence,,,,,,
"General requirements for assessment and accreditation of certification/registration bodies,",[The peer review panel members],[shall] [must],[evaluate],General requirements,,,,,,
and the National Organic Program's accreditation decisions,[The peer review panel members],[shall] [must],[evaluate],the National Organic Program's accreditation decisions,,,,,,
"This shall be accomplished through the review of accreditation procedures, document review and site evaluation reports, and accreditation decision documents or documentation",[The peer review panel members],shall [must],be accomplished ,This ,,,,,,
"The peer review panel shall report its finding, in writing, to the National Organic Program's Program Manager",The peer review panel,shall [must],report,"its finding,",,,,,,
"An accredited certifying agent must submit annually to the Administrator, on or before the anniversary date of the issuance of the notification of accreditation, the following reports and fees:",An accredited certifying agent,must,submit,A complete and accurate update of information submitted ,,,,,,
(1) A complete and accurate update of information submitted pursuant to §§205.503 and 205.504;,,,,,,,,,,
Information supporting any changes being requested in the areas of accreditation described in §205.500;,[An accredited certifying agent],[must],[Submit],Information supporting any changes being requested in the areas of accreditation,,,,,,
A description of the measures implemented in the previous year ,[An accredited certifying agent],[must],[Submit],A description of the measures implemented in the previous year ,,,,,,
"and any measures to be implemented in the coming year to satisfy any terms and conditions determined by the Administrator to be necessary, as specified in the most recent notification of accreditation or notice of renewal of accreditation;",[An accredited certifying agent],[must],[Submit],any measures to be implemented in the coming year,,,,,,
The results of the most recent performance evaluations and annual program review ,[An accredited certifying agent],[must],[Submit],The results of the most recent performance evaluations and annual program review ,,,,,,
a description of adjustments to the certifying agent's operation and procedures implemented or to be implemented in response to the performance evaluations and program review; ,[An accredited certifying agent],[must],[Submit],a description of adjustments to the certifying agent's operation and procedures implemented or to be implemented in response to the performance evaluations and program review; ,,,,,,
; and,[An accredited certifying agent],[must],[Submit],The fees required in §205.640(a).,,,,,,
(5) The fees required in §205.640(a).,,,,,,,,,,
Certifying agents must maintain records according to the following schedule,Certifying agents ,must,maintain,records,,,,,,
Records obtained from applicants for certification and certified operations must be maintained for not less than 5 years beyond their receipt;,[Certifying agents],must,be maintained,Records obtained from applicants for certification and certified operations ,,,,,,
Records created by the certifying agent regarding applicants for certification and certified operations must be maintained for not less than 10 years beyond their creation; ,[Certifying agents],must,be maintained,Records created by the certifying agent regarding applicants for certification and certified operations ,,,,,,
and,[Certifying agents],must,be maintained,"Records created or received by the certifying agent pursuant to the accreditation requirements of this subpart F,",,,,,,
"(3) Records created or received by the certifying agent pursuant to the accreditation requirements of this subpart F, excluding any records covered by §§205.510(b)(2), must be maintained for not less than 5 years beyond their creation or receipt.",,,,,,,,,,
The Administrator shall send the accredited certifying agent a notice of pending expiration of accreditation approximately 1 year prior to the scheduled date of expiration,The Administrator,shall [must],send,a notice of pending expiration of accreditation ,,,,,,
An accredited certifying agent's application for accreditation renewal must be received at least 6 months prior to the fifth anniversary of issuance of the notification of accreditation and each subsequent renewal of accreditation. ,[An accredited certifying agent],must,be received ,application for accreditation renewal ,,,,,,
The accreditation of certifying agents who make timely application for renewal of accreditation will not expire during the renewal process. ,[The Administrator],will not [must not],expire,The accreditation of certifying agents ,,,,,,
The accreditation of certifying agents who fail to make timely application for renewal of accreditation will expire as scheduled unless renewed prior to the scheduled expiration date. ,[The Administrator],will [must],expire,The accreditation of certifying agents ,,,,,,
Certifying agents with an expired accreditation must not perform certification activities under the Act and the regulations of this part.,Certifying agents with an expired accreditation,must not,perform,certification activities,,,,,,
"Following receipt of the information submitted by the certifying agent in accordance with paragraph (a) of this section and the results of a site evaluation, the Administrator will determine whether the certifying agent remains in compliance with the Act and the regulations of this part ",the Administrator,will [must],determine,whether the certifying agent remains in compliance with the Act and the regulations of this part [compliance],,,,,,
and should have its accreditation renewed.,[ the Administrator],[will] [must],[determine],[whether the certifying agent] should have its accreditation renewed. [renewal],,,,,,
"Upon a determination that the certifying agent is in compliance with the Act and the regulations of this part, the Administrator will issue a notice of renewal of accreditation.",the Administrator,will [must],issue,a notice of renewal of accreditation.,,,,,,
The notice of renewal will specify any terms and conditions that must be addressed by the certifying agent ,[the Administrator],will [must],specify,any terms and conditions,,,,,,
and the time within which those terms and conditions must be satisfied.,[the Administrator],[will] [must],[specify],the time ,,,,,,
"Upon a determination that the certifying agent is not in compliance with the Act and the regulations of this part, the Administrator will initiate proceedings to suspend or revoke the certifying agent's accreditation.",the Administrato,will [must],initiate,proceedings,,,,,,
Amendment to scope of an accreditation may be requested at any time. ,[Certifying agents],may,be requested ,Amendment to scope of an accreditation,,,,,,
The application for amendment shall be sent to the Administrator ,[Certifying agents],shall [must],be sent ,The application for amendment ,,,,,,
"and shall contain information applicable to the requested change in accreditation, ",[Certifying agents],shall [must],contain,"information applicable to the requested change in accreditation, ",,,,,,
a complete and accurate update of the information submitted pursuant to §§205.503 and 205.504,[Certifying agents],[shall] [must],[contain],update of the information submitted,,,,,,
", and the applicable fees required in §205.640.",[Certifying agents],[shall] [must],[contain],", and the applicable fees ",,,,,,
The following criteria will be utilized in the evaluation of substances or ingredients for the organic production and handling sections of the National List:,[NOSB],will [must],be utilized ,The following criteria ,,,,,,
Synthetic and nonsynthetic substances considered for inclusion on or deletion from the National List of allowed and prohibited substances will be evaluated using the criteria specified in the Act (7 U.S.C. 6517 and 6518).,[NOSB],will [must],be evaluated ,Synthetic and nonsynthetic substances ,,,,,,
"In addition to the criteria set forth in the Act, any synthetic substance used as a processing aid or adjuvant will be evaluated against the following criteria:",[NOSB],will [must],be evaluated ,any synthetic substance used as a processing aid or adjuvant ,,,,,,
(1) The substance cannot be produced from a natural source and there are no organic substitutes;,,,,,,,,,,
"(2) The substance's manufacture, use, and disposal do not have adverse effects on the environment and are done in a manner compatible with organic handling;",,,,,,,,,,
"(3) The nutritional quality of the food is maintained when the substance is used, and the substance, itself, or its breakdown products do not have an adverse effect on human health as defined by applicable Federal regulations;",,,,,,,,,,
"(4) The substance's primary use is not as a preservative or to recreate or improve flavors, colors, textures, or nutritive value lost during processing, except where the replacement of nutrients is required by law;",,,,,,,,,,
(5) The substance is listed as generally recognized as safe (GRAS) by Food and Drug Administration (FDA) when used in accordance with FDA's good manufacturing practices (GMP) and contains no residues of heavy metals or other contaminants in excess of tolerances set by FDA; and,,,,,,,,,,
(6) The substance is essential for the handling of organically produced agricultural products.,,,,,,,,,,
Nonsynthetics used in organic processing will be evaluated using the criteria specified in the Act (7 U.S.C. 6517 and 6518).,[NOSB],will [must],be evaluated ,Nonsynthetics used in organic processing ,,,,,,
"In accordance with restrictions specified in this section, the following synthetic substances may be used in organic crop production: Provided, That, use of such substances do not contribute to contamination of crops, soil, or water. ",[The producer],may,be used,the following synthetic substances,,,,,,
"Substances allowed by this section, except disinfectants and sanitizers in paragraph (a) and those substances in paragraphs (c), (j), (k), and (l) of this section, may only be used when the provisions set forth in §205.206(a) through (d) prove insufficient to prevent or control the target pest.",[The producer],may,be used,"Substances allowed by this section,",,,,,,
"(a) As algicide, disinfectants, and sanitizer, including irrigation system cleaning systems.",[The producer],[may],[be used],(1) Alcohols. ,,,,,,
(1) Alcohols. ,,,,(i) Ethanol.,,,,,,
(i) Ethanol.,,,,(ii) Isopropanol. (4) Hydrogen peroxide. (7) Soap-based algicide/demossers. Sodium carbonate peroxyhydrate (CAS #–15630–89–4)—,,,,,,
(ii) Isopropanol. (4) Hydrogen peroxide. (7) Soap-based algicide/demossers. Sodium carbonate peroxyhydrate (CAS #–15630–89–4)—,,,,,,,,,,
,,,,,,,,,,
"(2) Chlorine materials— Except, That, residual chlorine levels in the water shall not exceed the maximum residual disinfectant limit under the Safe Drinking Water Act.",[The producer],[may],[be used],"(2) Chlorine materials— Except, That, residual chlorine levels in the water shall not exceed the maximum residual disinfectant limit under the Safe Drinking Water Act.",,,,,,
(i) Calcium hypochlorite.,,,,(i) Calcium hypochlorite.,,,,,,
(ii) Chlorine dioxide.,,,,(ii) Chlorine dioxide.,,,,,,
(iii) Sodium hypochlorite. ,,,,(iii) Sodium hypochlorite. ,,,,,,
Copper sulfate,[The producer],[may],[be used],Copper sulfate,,,,,,
"for use as an algicide in aquatic rice systems, is limited to one application per field during any 24-month period. ",[The producer],[may],is limited ,[Copper sulfate],,,,,,
Application rates are limited to those which do not increase baseline soil test values for copper over a timeframe agreed upon by the producer and accredited certifying agent.,[The producer],,are limited,[Copper sulfate] Application rates ,,,,,,
Ozone gas—for use as an irrigation system cleaner only.,[The producer],[may],[be used],Ozone gas,,,,,,
"Peracetic acid—for use in disinfecting equipment, seed, and asexually propagated planting material.",[The producer],[may],[be used],Peracetic acid,,,,,,
Federal law restricts the use of this substance in food crop production to approved food uses identified on the product label.,[The producer],[may],restricts,the use of this substance [Sodium carbonate peroxyhydrate (CAS #–15630–89–4)],,,,,,
"(b) As herbicides, weed barriers, as applicable.",[The producer],[may],[be used],"Herbicides, soap-based",,,,,,
"(1) Herbicides, soap-based—for use in farmstead maintenance (roadways, ditches, right of ways, building perimeters) and ornamental crops.",,,,,,,,,,
(2) Mulches.,[The producer],[may],[be used],"(i) Newspaper or other recycled paper, without glossy or colored inks.",,,,,,
"(i) Newspaper or other recycled paper, without glossy or colored inks.",,,,(ii) Plastic mulch and covers (petroleum-based other than polyvinyl chloride (PVC)).,,,,,,
(ii) Plastic mulch and covers (petroleum-based other than polyvinyl chloride (PVC)).,,,,,,,,,,
"(c) As compost feedstocks—Newspapers or other recycled paper, without glossy or colored inks.",[The producer],[may],[be used],"Newspapers or other recycled paper, without glossy or colored inks.",,,,,,
"(d) As animal repellents—Soaps, ammonium—for use as a large animal repellant only, no contact with soil or edible portion of crop.",[The producer],[may],[be used],"Soaps, ammonium",,,,,,
(e) As insecticides (including acaricides or mite control).,[The producer],[may],[be used],,,,,,,
,,,,,,,,,,
(5) Elemental sulfur.,,,,(5) Elemental sulfur.,,,,,,
(6) Lime sulfur—including calcium polysulfide.,,,,(6) Lime sulfur—including calcium polysulfide.,,,,,,
"(8) Soaps, insecticidal.",,,,"(8) Soaps, insecticidal.",,,,,,
(9) Sticky traps/barriers.,,,,(9) Sticky traps/barriers.,,,,,,
"(3) Boric acid—structural pest control, no direct contact with organic food or crops.",[The producer],[may],[be used],Boric acid,,,,,,
"(1) Ammonium carbonate—for use as bait in insect traps only, no direct contact with crop or soil.",[The producer],[may],[be used],Ammonium carbonate,,,,,,
"(2) Aqueous potassium silicate (CAS #–1312–76–1)—the silica, used in the manufacture of potassium silicate, must be sourced from naturally occurring sand.",[The producer],[may],[be used],Aqueous potassium silicate,,,,,,
"(4) Copper sulfate—for use as tadpole shrimp control in aquatic rice production, is limited to one application per field during any 24-month period. Application rates are limited to levels which do not increase baseline soil test values for copper over a timeframe agreed upon by the producer and accredited certifying agent.",[The producer],[may],[be used],Copper sulfate,,,,,,
"(7) Oils, horticultural—narrow range oils as dormant, suffocating, and summer oils.",[The producer],[may],[be used],"Oils, horticultural",,,,,,
(10) Sucrose octanoate esters (CAS #s—42922–74–7; 58064–47–4)—in accordance with approved labeling.,[The producer],[may],[be used],Sucrose octanoate esters (CAS #s—42922–74–7; 58064–47–4),,,,,,
(f) As insect management. Pheromones.,[The producer],[may],[be used],Pheromones.,,,,,,
As rodenticides.,[The producer],[may],[be used],Vitamin D3.,,,,,,
(2) Vitamin D3.,,,,,,,,,,
(1) Sulfur dioxide—underground rodent control only (smoke bombs).,[The producer],[may],[be used],Sulfur dioxide,,,,,,
As slug or snail bait. Ferric phosphate (CAS # 10045–86–0).,[The producer],[may],[be used],Ferric phosphate (CAS # 10045–86–0).,,,,,,
(i) As plant disease control.,[The producer],[may],[be used],(4) Hydrated lime.,,,,,,
(4) Hydrated lime.,,,,(5) Hydrogen peroxide.,,,,,,
(5) Hydrogen peroxide.,,,,(6) Lime sulfur.,,,,,,
(6) Lime sulfur.,,,,"(7) Oils, horticultural, narrow range oils as dormant, suffocating, and summer oils.",,,,,,
"(7) Oils, horticultural, narrow range oils as dormant, suffocating, and summer oils.",,,,(9) Potassium bicarbonate.,,,,,,
(9) Potassium bicarbonate.,,,,(10) Elemental sulfur.,,,,,,
(10) Elemental sulfur.,,,,,,,,,,
"(1) Aqueous potassium silicate (CAS #–1312–76–1)—the silica, used in the manufacture of potassium silicate, must be sourced from naturally occurring sand.",[The producer],[may],[be used],Aqueous potassium silicate (CAS #–1312–76–1)—,,,,,,
"(2) Coppers, fixed—copper hydroxide, copper oxide, copper oxychloride, includes products exempted from EPA tolerance, Provided, That, copper-based materials must be used in a manner that minimizes accumulation in the soil and shall not be used as herbicides.",[The producer],[may],[be used],"Coppers, fixed—copper hydroxide, copper oxide, copper oxychloride, includes products exempted from EPA tolerance,",,,,,,
(3) Copper sulfate—Substance must be used in a manner that minimizes accumulation of copper in the soil.,[The producer],[may],[be used],Copper sulfate,,,,,,
(8) Peracetic acid—for use to control fire blight bacteria.,[The producer],[may],[be used],Peracetic acid,,,,,,
"(11) Streptomycin, for fire blight control in apples and pears only.",[The producer],[may],[be used],"Streptomycin,",,,,,,
"(12) Tetracycline, for fire blight control only and for use only until October 21, 2012.",[The producer],[may],[be used],"Tetracycline,",,,,,,
(j) As plant or soil amendments.,[The producer],[may],[be used],(2) Elemental sulfur.,,,,,,
